index,query,gold_chunk_ids,hybrid_hit_at_1,hybrid_hit_at_5,base_rerank_hit_at_1,base_rerank_hit_at_5,finetuned_rerank_hit_at_1,finetuned_rerank_hit_at_5
847,"Hukuk Genel Kurulu 2015/304 E., 2015/1093 K. sayılı Yargıtay HGK kararında Devletin Sorumluluğu; Yargısal Faaliyetten Kaynaklanan Tazminat Davası konusunda karar metni içinde Davalı Maliye Bakanlığı 2012 tarihli cevap dilekçesinde davacının ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_0911_medeni_usul_hukuku_004,False,False,True,True,False,True
848,"Hukuk Genel Kurulu 2014/67 E., 2015/1549 K. sayılı Yargıtay HGK kararında Nüfus Kaydının Düzeltilmesi Davasında Yetki konusunda karar metni içinde Hukuk Genel Kurulunda yapılan görüşmeler sırasında kısım üyelerce ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_1240_medeni_usul_hukuku_006,False,True,True,True,False,True
849,"Hukuk Genel Kurulu 2023/1024 E., 2024/600 K. sayılı Yargıtay HGK kararında Kamulaştırma Bedelinin Tespiti konusunda karar metni içinde A ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_0425_kamulastirma_hukuku_004,False,False,False,False,False,False
850,"Hukuk Genel Kurulu 2024/294 E., 2024/228 K. sayılı Yargıtay HGK kararında Direnme Kararı; Hükmün Kurulması konusunda karar metni içinde Nitekim Yargıtayın yerleşmiş görüşü yöndedir Hukuk Genel Kurulunun ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_0043_medeni_usul_hukuku_004,False,False,False,False,False,False
851,"Hukuk Genel Kurulu 2024/596 E., 2024/678 K. sayılı Yargıtay HGK kararında Temyiz Usulü; Adli Yardım ve Temyiz Harçları konusunda karar metni içinde Özel Dairenin yukarıda belirtilen 2024 tarihli kararına karşı ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_0430_medeni_usul_hukuku_008,False,True,False,True,False,True
852,"Hukuk Genel Kurulu 2024/189 E., 2024/668 K. sayılı Yargıtay HGK kararında Hâkimlerin Hukuki Sorumluluğu; Temyiz Aşamasında Adli Yardım konusunda karar metni içinde Hukuk Genel Kurulu Kararı ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_0411_medeni_usul_hukuku_006,False,False,False,False,False,False
853,"Hukuk Genel Kurulu 2014/2467 E., 2015/167 K. sayılı Yargıtay HGK kararında Direnme Kararı; Hükmün Kurulması ve İçeriği konusunda uyuşmazlık özeti içinde türü Yargıtay Hukuk Genel Kurulu kararı Emsal karar ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_0267_medeni_usul_hukuku_001,True,True,True,True,True,True
854,"Hukuk Genel Kurulu 2013/1857 E., 2015/1031 K. sayılı Yargıtay HGK kararında Kurum İşleminin İptali konusunda karar metni içinde Yine Jandarma Teşkilatı Görev Yetkileri Yönetmeliği nin ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_0838_sosyal_guvenlik_hukuku_006,False,False,False,False,False,False
855,"Hukuk Genel Kurulu 2023/399 E., 2025/27 K. sayılı Yargıtay HGK kararında Direnme Kararı; Yeni Hüküm; Temyiz inceleme görevinin Hukuk Genel Kuruluna değil, Özel Daireye ait olduğu hususunun tespiti konusunda karar metni içinde İçtihat Metni MAHKEMESİ İzmir Bölge Adliye Mahkemesi ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_0804_medeni_usul_hukuku_003,False,False,False,False,False,False
856,"Hukuk Genel Kurulu 2015/176 E., 2015/837 K. sayılı Yargıtay HGK kararında Kanun Yolları; Temyiz Harcı; 492 sayılı Harçlar Kanunu; 6100 sayılı HMK Geçici m. 3; 1086 sayılı HUMK m. 434 konusunda karar metni içinde İçtihat Metni MAHKEMESİ Kayseri ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_0704_medeni_usul_hukuku_003,False,False,True,True,False,True
857,"Hukuk Genel Kurulu 2025/237 E., 2025/278 K. sayılı Yargıtay HGK kararında Direnme Kararının Bozulması ve Bozmaya Uyma konusunda uyuşmazlık özeti içinde türü Yargıtay Hukuk Genel Kurulu kararı Emsal karar ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_1127_medeni_usul_hukuku_001,True,True,True,True,True,True
858,"Hukuk Genel Kurulu 2014/1240 E., 2015/40 K. sayılı Yargıtay HGK kararında Kamulaştırma Bedelinin Tespiti; Yapı Değerinin Belirlenmesi konusunda karar metni içinde İçtihat Metni Taraflar arasındaki kamulaştırma bedelinin tespiti tescil ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_0278_kamulastirma_hukuku_003,False,False,False,False,False,False
859,"Hukuk Genel Kurulu 2013/1991 E., 2015/1265 K. sayılı Yargıtay HGK kararında Koruma Kararının Kaldırılması İstemi; Temyiz Usulü konusunda karar metni içinde İçtihat Metni Taraflar arasındaki 4320 sayalı Yasa koruma ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_0986_aile_hukuku_003,False,False,True,True,False,True
860,"Hukuk Genel Kurulu 2023/1153 E., 2025/232 K. sayılı Yargıtay HGK kararında Sözleşmenin Uyarlanması; Asgari Ücret Artışının Etkisi; Aşırı İfa Güçlüğü; Kamu Düzeni; Sözleşme Bedelinin Asgari Ücret Artışına Göre Uyarlanıp Uyarlanmayacağı konusunda karar metni içinde II ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_1032_borclar_hukuku_004,False,False,False,False,False,False
861,"Hukuk Genel Kurulu 2013/2442 E., 2015/1545 K. sayılı Yargıtay HGK kararında Kambiyo Senetlerine Mahsus Haciz Yoluyla Takip; Bonoda Tahrifat ve Kötüniyet Tazminatı konusunda karar metni içinde Hukuk Genel Kurulu 2013 2442 2015 1545 ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_1229_icra_ve_iflas_hukuku_002,False,False,False,True,False,True
862,"Hukuk Genel Kurulu 2013/1558 E., 2015/80 K. sayılı Yargıtay HGK kararında Hükmün Kurulması ve Unsurları konusunda karar metni içinde Direnme kararının yukarıda gösterilen nedenden dolayı 6217 sayılı ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_0190_medeni_usul_hukuku_004,False,True,False,True,False,False
863,"Hukuk Genel Kurulu 2013/1695 E., 2015/1035 K. sayılı Yargıtay HGK kararında Haczedilmezlik Şikayeti; Süresiz Şikayet; 775 sayılı Gecekondu Kanunu m. 34; 2004 sayılı İcra ve İflas Kanunu m. 16 konusunda karar metni içinde Mahkemece davalı alacaklı tarafça borçlu aleyhine takip yapıldığı ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_0836_icra_ve_iflas_hukuku_004,False,True,True,True,False,True
864,"Hukuk Genel Kurulu 2024/647 E., 2024/579 K. sayılı Yargıtay HGK kararında Karar Düzeltme; Hukuki Yarar Yokluğu; Lehine bozma kararı verilen tarafın, karar düzeltme isteminde hukuki yararının bulunup bulunmadığı konusunda uyuşmazlık özeti içinde türü Yargıtay Hukuk Genel Kurulu kararı Emsal karar ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_0397_kadastro_hukuku_001,True,True,True,True,True,True
865,"Hukuk Genel Kurulu 2024/509 E., 2024/390 K. sayılı Yargıtay HGK kararında Kanun Yolları; Temyiz; Bozmaya Uyma; Hukuk Genel Kurulu Bozma Kararı konusunda karar metni içinde Hukuk Genel Kurulu 2024 509 2024 390 ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_0100_medeni_usul_hukuku_002,False,False,False,True,False,True
866,"Hukuk Genel Kurulu 2024/763 E., 2024/590 K. sayılı Yargıtay HGK kararında İtirazın İptali Davası; Temyizde Kesinlik Sınırı konusunda uyuşmazlık özeti içinde türü Yargıtay Hukuk Genel Kurulu kararı Emsal karar ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_0386_icra_ve_iflas_hukuku_001,True,True,True,True,True,True
867,"Hukuk Genel Kurulu 2024/595 E., 2024/677 K. sayılı Yargıtay HGK kararında Temyiz Usulü; Temyiz Harcının Yatırılmaması konusunda karar metni içinde KARAR Davanın açılmamış sayılmasına ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_0428_medeni_usul_hukuku_003,False,False,False,False,False,False
868,"Hukuk Genel Kurulu 2025/110 E., 2025/197 K. sayılı Yargıtay HGK kararında Adli Yardım; Temyiz Aşamasında Adli Yardım Talebi konusunda karar metni içinde Adli yardım talep eden kişi elinde bulundurduğu sırada ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_1019_medeni_usul_hukuku_006,False,False,False,True,False,True
869,"Hukuk Genel Kurulu 2013/2195 E., 2015/1141 K. sayılı Yargıtay HGK kararında Kambiyo Senetlerine Özgü Takipte İmzaya ve Borca İtiraz; İcra Mahkemesinde Uygulanacak Yargılama Usulü konusunda karar metni içinde İcra mahkemesinde dava yolu inceleme 2004 sayılı İcra ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_0079_icra_ve_iflas_hukuku_006,False,False,False,True,False,True
870,"Hukuk Genel Kurulu 2024/194 E., 2024/672 K. sayılı Yargıtay HGK kararında Hâkimlerin Hukuki Sorumluluğuna Dayalı Tazminat Davası konusunda karar metni içinde KARAR Davanın açılmamış sayılmasına ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_0418_medeni_usul_hukuku_003,False,False,False,False,False,False
871,"Hukuk Genel Kurulu 2013/1695 E., 2015/1035 K. sayılı Yargıtay HGK kararında Haczedilmezlik Şikayeti; Süresiz Şikayet; 775 sayılı Gecekondu Kanunu m. 34; 2004 sayılı İcra ve İflas Kanunu m. 16 konusunda karar metni içinde Hukuk Genel Kurulu 2013 1695 2015 1035 ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_0836_icra_ve_iflas_hukuku_002,False,True,False,True,True,True
872,"Hukuk Genel Kurulu 2024/382 E., 2024/264 K. sayılı Yargıtay HGK kararında Yargılama Usulü; Direnme Kararının Hukuk Genel Kurulunca Bozulması ve Bozmaya Uyma konusunda karar metni içinde Hukuk Genel Kurulu 2024 382 2024 264 ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_0066_is_hukuku_002,False,False,False,False,False,False
873,"Hukuk Genel Kurulu 2025/118 E., 2025/16 K. sayılı Yargıtay HGK kararında Temyiz; Hukuk Genel Kurulunun Bozma Kararına Uyulması konusunda uyuşmazlık özeti içinde türü Yargıtay Hukuk Genel Kurulu kararı Emsal karar ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_0696_medeni_usul_hukuku_001,True,True,True,True,True,True
874,"Hukuk Genel Kurulu 2013/2239 E., 2015/1334 K. sayılı Yargıtay HGK kararında Kamulaştırılan Taşınmazın Tescili konusunda karar metni içinde Hukuk Genel Kurulu 2013 2239 2015 1334 ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_1310_kamulastirma_hukuku_002,False,False,False,True,False,True
875,"Hukuk Genel Kurulu 2013/1621 E., 2015/78 K. sayılı Yargıtay HGK kararında Direnme Kararı; Hüküm Fıkrası konusunda karar metni içinde İçtihat Metni MAHKEMESİ Hopa Asliye Hukuk Mahkemesi TARİHİ ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_0186_medeni_usul_hukuku_003,False,False,True,True,True,True
876,"Hukuk Genel Kurulu 2013/1610 E., 2015/892 K. sayılı Yargıtay HGK kararında Haczedilmezlik Şikayeti; Meskeniyet İddiası konusunda karar metni içinde İcra İflas Hukukunda kural borçlunun malvarlığını teşkil eden ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_0737_icra_ve_iflas_hukuku_004,False,False,False,False,False,False
877,"Hukuk Genel Kurulu 2025/278 E., 2025/274 K. sayılı Yargıtay HGK kararında Temyiz Kanun Yolu; Temyizden Feragat konusunda karar metni içinde Hukuk Genel Kurulu 2025 278 2025 274 ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_1117_medeni_usul_hukuku_002,False,True,True,True,False,True
878,"Hukuk Genel Kurulu 2013/1854 E., 2015/1310 K. sayılı Yargıtay HGK kararında Ortaklığın Giderilmesi konusunda karar metni içinde HUKUK GENEL KURULU KARARI Hukuk Genel Kurulunca incelenerek ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_1291_medeni_hukuk_005,False,False,False,False,False,False
879,"Hukuk Genel Kurulu 2013/2077 E., 2015/1236 K. sayılı Yargıtay HGK kararında Taşınmaz Hukuku; Ortaklığın Giderilmesi; İmar Planı ve Parselasyon Planının İptali; İdare Mahkemesi Kararlarının Kesinleşmesinin Beklenmesi Gerekliliği; Yeni Delil Sunulması Durumunda Direnme Kararının Niteliği konusunda karar metni içinde Parselasyon planı dayanağını oluşturan imar planının iptaline ilişkin ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_0980_medeni_hukuk_004,False,True,False,True,False,True
880,"Hukuk Genel Kurulu 2015/304 E., 2015/1093 K. sayılı Yargıtay HGK kararında Devletin Sorumluluğu; Yargısal Faaliyetten Kaynaklanan Tazminat Davası konusunda karar metni içinde Asliye Hukuk Mahkemesi nin 2008 Esas 2009 Karar ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_0911_medeni_usul_hukuku_005,False,True,True,True,False,True
881,"Hukuk Genel Kurulu 2013/1734 E., 2015/1252 K. sayılı Yargıtay HGK kararında Kooperatif Üyeliğine Dayalı Tapu İptali ve Tescil konusunda karar metni içinde HUKUK GENEL KURULU KARARI Hukuk Genel Kurulunca incelenerek ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_0996_kooperatif_hukuku_007,False,False,False,False,False,False
882,"Hukuk Genel Kurulu 2014/2416 E., 2015/657 K. sayılı Yargıtay HGK kararında Temyiz Harcı; 492 sayılı Harçlar Kanunu; 1086 sayılı HUMK m. 434 (6100 sayılı HMK Geçici m. 3) konusunda uyuşmazlık özeti içinde türü Yargıtay Hukuk Genel Kurulu kararı Emsal karar ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_0564_medeni_usul_hukuku_001,True,True,True,True,True,True
883,"Hukuk Genel Kurulu 2024/282 E., 2024/527 K. sayılı Yargıtay HGK kararında Temyiz Kesinlik Sınırı konusunda karar metni içinde Bölge Adliye Mahkemesince direnme kararının verildiği 2023 tarihinde ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_0154_icra_ve_iflas_hukuku_005,False,False,False,False,False,False
884,"Hukuk Genel Kurulu 2013/2404 E., 2015/1461 K. sayılı Yargıtay HGK kararında Kadastro Tespitine İtiraz Davasında Husumet konusunda karar metni içinde Islah yolu dahi olsa davada taraf değiştirilemeyeceği göz ifadesi hangi değerlendirmeyle ilişkilidir?",yargitay_1295_kadastro_hukuku_004,False,True,True,True,True,True
885,Kişisel Verilerin Korunması Kanunu kaynağında anayasa konusunda Kişisel Verilerin Korunması bilgisi nasıl açıklanır?,lawchatbot_kisisel_verilerin_korunmasi_0008,False,False,False,False,False,False
886,Ceza Hukuku / Ceza Muhakemesi + Tüketici Hukuku kaynağında anayasa konusunda Ceza Hukuku Ceza Muhakemesi Tüketici Hukuku bilgisi nasıl açıklanır?,lawchatbot_ceza_hukuku_ceza_muhakemesi_tuketici_hukuku_0001,False,False,False,True,False,True
887,"['Türkiye Cumhuriyeti Anayasası', 'Hukuk Muhakemeleri Kanunu'] kaynağında anayasa konusunda Türkiye Cumhuriyeti Anayasası Hukuk Muhakemeleri Kanunu Meden Usul bilgisi nasıl açıklanır?",lawchatbot_turkiye_cumhuriyeti_anayasasi_hukuk_muhakemeleri_kanun_0005_a1dcd6,True,True,False,False,False,True
888,İdare Hukuku / İdari Yargı + Kişisel Verilerin Korunması kaynağında anayasa konusunda İdare Hukuku İdari Yargı Kişisel Verilerin Korunması bilgisi nasıl açıklanır?,lawchatbot_idare_hukuku_idari_yargi_kisisel_verilerin_korunmasi_0001,False,True,True,True,False,False
889,"['Hukuk Muhakemeleri Kanunu', 'Türk Medenî Kanunu'] kaynağında anayasa konusunda Türk Meden Kanunu Meden Hukuk Hukuk Muhakemeleri Kanunu bilgisi nasıl açıklanır?",lawchatbot_turk_medeni_kanunu_medeni_hukuk_hukuk_muhakemeleri_kan_0003,False,False,False,False,False,False
890,"['Türkiye Cumhuriyeti Anayasası', 'Türk Borçlar Kanunu'] kaynağında anayasa konusunda Türkiye Cumhuriyeti Anayasası Türk Borçlar Kanunu Borçlar Hukuku bilgisi nasıl açıklanır?",lawchatbot_turkiye_cumhuriyeti_anayasasi_turk_borclar_kanunu_borc_0001_efe377,True,True,True,True,True,True
891,"['Türk Borçlar Kanunu', 'Türk Medenî Kanunu'] kaynağında anayasa konusunda Türk Meden Kanunu Meden Hukuk Türk Borçlar Kanunu bilgisi nasıl açıklanır?",lawchatbot_turk_medeni_kanunu_medeni_hukuk_turk_borclar_kanunu_bo_0002,False,False,False,False,False,False
892,Türk Borçlar Kanunu kaynağında anayasa konusunda Türk Borçlar Kanunu Borçlar Hukuku Tüketici Hukuku bilgisi nasıl açıklanır?,lawchatbot_turk_borclar_kanunu_borclar_hukuku_tuketici_hukuku_0002,False,False,False,False,False,False
893,Türk Medenî Kanunu kaynağında anayasa konusunda Türk Meden Kanunu Meden Hukuk Ceza Hukuku Ceza bilgisi nasıl açıklanır?,lawchatbot_turk_medeni_kanunu_medeni_hukuk_ceza_hukuku_ceza_muhak_0002,False,False,False,False,False,False
894,Türk Borçlar Kanunu kaynağında anayasa konusunda Türk Borçlar Kanunu Borçlar Hukuku Ceza Hukuku Ceza bilgisi nasıl açıklanır?,lawchatbot_turk_borclar_kanunu_borclar_hukuku_ceza_hukuku_ceza_mu_0005,False,False,False,False,False,False
895,Türkiye Cumhuriyeti Anayasası kaynağında anayasa konusunda Türkiye Cumhuriyeti Anayasası bilgisi nasıl açıklanır?,lawchatbot_turkiye_cumhuriyeti_anayasasi_0029,False,False,False,False,False,False
896,Türkiye Cumhuriyeti Anayasası kaynağında Yargıtay konusunda Türkiye Cumhuriyeti Anayasası Madde 154 Yargıtay bilgisi nasıl açıklanır?,lawchatbot_turkiye_cumhuriyeti_anayasasi_m154_p02,True,True,False,True,False,True
897,"['Türkiye Cumhuriyeti Anayasası', 'Türk Borçlar Kanunu'] kaynağında anayasa konusunda Türkiye Cumhuriyeti Anayasası Türk Borçlar Kanunu Borçlar Hukuku bilgisi nasıl açıklanır (TURKISH_LAWCHATBOT_LOW_RISK_ONLY - Türkiye Cumhuriyeti Anayasası + Türk Borçlar Kanunu / Borçlar Hukuku - lawchatbot_turkiye_cumhuriyeti_anayasasi_turk_borclar_kanunu_borc_0006) ?",lawchatbot_turkiye_cumhuriyeti_anayasasi_turk_borclar_kanunu_borc_0006,False,False,True,True,False,False
898,Kişisel Verilerin Korunması Kanunu kaynağında anayasa konusunda Kişisel Verilerin Korunması bilgisi nasıl açıklanır (TURKISH_LAWCHATBOT_LOW_RISK_ONLY - Kişisel Verilerin Korunması - lawchatbot_kisisel_verilerin_korunmasi_0004) ?,lawchatbot_kisisel_verilerin_korunmasi_0004,False,False,False,False,False,False
899,İş Hukuku + İdare Hukuku / İdari Yargı kaynağında anayasa konusunda İş Hukuku İdare Hukuku İdari Yargı bilgisi nasıl açıklanır?,lawchatbot_is_hukuku_idare_hukuku_idari_yargi_0001,False,True,False,True,False,False
900,"['Türkiye Cumhuriyeti Anayasası', 'Hukuk Muhakemeleri Kanunu'] kaynağında anayasa konusunda Türkiye Cumhuriyeti Anayasası Hukuk Muhakemeleri Kanunu Meden Usul bilgisi nasıl açıklanır (TURKISH_LAWCHATBOT_LOW_RISK_ONLY - Türkiye Cumhuriyeti Anayasası + Hukuk Muhakemeleri Kanunu / Medenî Usul + Ceza Hukuku / Ceza Muhakemesi - lawchatbot_turkiye_cumhuriyeti_anayasasi_hukuk_muhakemeleri_kanun_0007) ?",lawchatbot_turkiye_cumhuriyeti_anayasasi_hukuk_muhakemeleri_kanun_0007,False,True,False,False,False,True
901,Hukuk Muhakemeleri Kanunu kaynağında anayasa konusunda Hukuk Muhakemeleri Kanunu Meden Usul İdare Hukuku İdari bilgisi nasıl açıklanır?,lawchatbot_hukuk_muhakemeleri_kanunu_medeni_usul_idare_hukuku_ida_0006,False,False,False,False,False,False
902,"['Türkiye Cumhuriyeti Anayasası', 'Hukuk Muhakemeleri Kanunu'] kaynağında anayasa konusunda Türkiye Cumhuriyeti Anayasası Hukuk Muhakemeleri Kanunu Meden Usul bilgisi nasıl açıklanır (TURKISH_LAWCHATBOT_LOW_RISK_ONLY - Türkiye Cumhuriyeti Anayasası + Hukuk Muhakemeleri Kanunu / Medenî Usul + Ceza Hukuku / Ceza Muhakemesi - lawchatbot_turkiye_cumhuriyeti_anayasasi_hukuk_muhakemeleri_kanun_0005_bcd1e5) ?",lawchatbot_turkiye_cumhuriyeti_anayasasi_hukuk_muhakemeleri_kanun_0005_bcd1e5,False,False,False,False,False,False
903,Türkiye Cumhuriyeti Anayasası kaynağında anayasa konusunda Türkiye Cumhuriyeti Anayasası bilgisi nasıl açıklanır (TURKISH_LAWCHATBOT_LOW_RISK_ONLY - Türkiye Cumhuriyeti Anayasası - lawchatbot_turkiye_cumhuriyeti_anayasasi_0028) ?,lawchatbot_turkiye_cumhuriyeti_anayasasi_0028,False,False,False,False,False,False
904,"['Hukuk Muhakemeleri Kanunu', 'Türk Borçlar Kanunu'] kaynağında anayasa konusunda Türk Borçlar Kanunu Borçlar Hukuku Hukuk Muhakemeleri Kanunu bilgisi nasıl açıklanır?",lawchatbot_turk_borclar_kanunu_borclar_hukuku_hukuk_muhakemeleri_0003_f01cb6,False,False,False,False,False,False
905,Türk Borçlar Kanunu kaynağında anayasa konusunda Türk Borçlar Kanunu Borçlar Hukuku İcra İflas Hukuku bilgisi nasıl açıklanır?,lawchatbot_turk_borclar_kanunu_borclar_hukuku_icra_ve_iflas_hukuk_0001,False,False,False,True,False,False
906,Hukuk Muhakemeleri Kanunu kaynağında anayasa konusunda Hukuk Muhakemeleri Kanunu Meden Usul Kişisel Verilerin Korunması bilgisi nasıl açıklanır?,lawchatbot_hukuk_muhakemeleri_kanunu_medeni_usul_kisisel_verileri_0002,False,False,False,True,False,False
907,"['Türk Borçlar Kanunu', 'Türk Medenî Kanunu'] kaynağında anayasa konusunda Türk Meden Kanunu Meden Hukuk Türk Borçlar Kanunu bilgisi nasıl açıklanır (TURKISH_LAWCHATBOT_LOW_RISK_ONLY - Türk Medenî Kanunu / Medenî Hukuk + Türk Borçlar Kanunu / Borçlar Hukuku + Tüketici Hukuku - lawchatbot_turk_medeni_kanunu_medeni_hukuk_turk_borclar_kanunu_bo_0001_6d2691) ?",lawchatbot_turk_medeni_kanunu_medeni_hukuk_turk_borclar_kanunu_bo_0001_6d2691,False,True,False,False,False,False
908,İdare Hukuku / İdari Yargı kaynağında anayasa konusunda İdare Hukuku İdari Yargı bilgisi nasıl açıklanır?,lawchatbot_idare_hukuku_idari_yargi_0006,False,False,False,False,False,False
909,"['Hukuk Muhakemeleri Kanunu', 'Türk Borçlar Kanunu'] kaynağında anayasa konusunda Türk Borçlar Kanunu Borçlar Hukuku Hukuk Muhakemeleri Kanunu bilgisi nasıl açıklanır (TURKISH_LAWCHATBOT_LOW_RISK_ONLY - Türk Borçlar Kanunu / Borçlar Hukuku + Hukuk Muhakemeleri Kanunu / Medenî Usul + İcra ve İflas Hukuku - lawchatbot_turk_borclar_kanunu_borclar_hukuku_hukuk_muhakemeleri_0005_c79bfc) ?",lawchatbot_turk_borclar_kanunu_borclar_hukuku_hukuk_muhakemeleri_0005_c79bfc,False,True,False,True,False,False
910,Hukuk Muhakemeleri Kanunu kaynağında anayasa konusunda Hukuk Muhakemeleri Kanunu Meden Usul İş Hukuku bilgisi nasıl açıklanır?,lawchatbot_hukuk_muhakemeleri_kanunu_medeni_usul_is_hukuku_0004,False,False,False,False,False,False
911,Tüketici Hukuku kaynağında anayasa konusunda Tüketici Hukuku bilgisi nasıl açıklanır?,lawchatbot_tuketici_hukuku_0003,False,True,False,True,False,True
912,Türkiye Cumhuriyeti Anayasası kaynağında İnkılap kanunlarının korunması konusunda Türkiye Cumhuriyeti Anayasası Madde 174 İnkılap kanunlarının korunması bilgisi nasıl açıklanır?,lawchatbot_turkiye_cumhuriyeti_anayasasi_m174_p01,False,True,True,True,False,True
913,Türkiye Cumhuriyeti Anayasası kaynağında anayasa konusunda Türkiye Cumhuriyeti Anayasası İş Hukuku bilgisi nasıl açıklanır?,lawchatbot_turkiye_cumhuriyeti_anayasasi_is_hukuku_0004,False,False,False,False,False,False
914,"['Türk Borçlar Kanunu', 'Türk Medenî Kanunu'] kaynağında anayasa konusunda Türk Meden Kanunu Meden Hukuk Türk Borçlar Kanunu bilgisi nasıl açıklanır (TURKISH_LAWCHATBOT_LOW_RISK_ONLY - Türk Medenî Kanunu / Medenî Hukuk + Türk Borçlar Kanunu / Borçlar Hukuku - lawchatbot_turk_medeni_kanunu_medeni_hukuk_turk_borclar_kanunu_bo_0001) ?",lawchatbot_turk_medeni_kanunu_medeni_hukuk_turk_borclar_kanunu_bo_0001,False,False,False,False,False,False
915,Türk Borçlar Kanunu kaynağında anayasa konusunda Türk Borçlar Kanunu Borçlar Hukuku bilgisi nasıl açıklanır?,lawchatbot_turk_borclar_kanunu_borclar_hukuku_0006,False,False,False,False,False,False
916,Türkiye Cumhuriyeti Anayasası kaynağında Kesinhesap konusunda Türkiye Cumhuriyeti Anayasası Madde 164 Kesinhesap bilgisi nasıl açıklanır?,lawchatbot_turkiye_cumhuriyeti_anayasasi_m164_p02,False,True,False,True,False,True
917,Türkiye Cumhuriyeti Anayasası kaynağında Zorla çalıştırma yasağı konusunda Türkiye Cumhuriyeti Anayasası Madde Zorla çalıştırma yasağı bilgisi nasıl açıklanır?,lawchatbot_turkiye_cumhuriyeti_anayasasi_m18,True,True,True,True,True,True
918,"['Hukuk Muhakemeleri Kanunu', 'Türk Borçlar Kanunu'] kaynağında anayasa konusunda Türk Borçlar Kanunu Borçlar Hukuku Hukuk Muhakemeleri Kanunu bilgisi nasıl açıklanır (TURKISH_LAWCHATBOT_LOW_RISK_ONLY - Türk Borçlar Kanunu / Borçlar Hukuku + Hukuk Muhakemeleri Kanunu / Medenî Usul + İcra ve İflas Hukuku - lawchatbot_turk_borclar_kanunu_borclar_hukuku_hukuk_muhakemeleri_0004_935a3f) ?",lawchatbot_turk_borclar_kanunu_borclar_hukuku_hukuk_muhakemeleri_0004_935a3f,False,False,False,True,False,False
919,Türkiye Cumhuriyeti Anayasası kaynağında anayasa konusunda Türkiye Cumhuriyeti Anayasası İcra İflas Hukuku bilgisi nasıl açıklanır?,lawchatbot_turkiye_cumhuriyeti_anayasasi_icra_ve_iflas_hukuku_0001,False,False,False,True,False,True
920,"['Türkiye Cumhuriyeti Anayasası', 'Türk Borçlar Kanunu'] kaynağında anayasa konusunda Türkiye Cumhuriyeti Anayasası Türk Borçlar Kanunu Borçlar Hukuku bilgisi nasıl açıklanır (TURKISH_LAWCHATBOT_LOW_RISK_ONLY - Türkiye Cumhuriyeti Anayasası + Türk Borçlar Kanunu / Borçlar Hukuku + İş Hukuku - lawchatbot_turkiye_cumhuriyeti_anayasasi_turk_borclar_kanunu_borc_0002_a77c5d) ?",lawchatbot_turkiye_cumhuriyeti_anayasasi_turk_borclar_kanunu_borc_0002_a77c5d,False,True,False,True,False,False
